runoff_coefficient,total_precipitation_mm,total_runoff_mm,peak_discharge_m3s,peak_time_hours,zone_id,type,area_km2
0.8720067941365571,1066.2592423403275,929.7853036316634,695.0633631505971,57,1,incremental,139.995003
0.8720067941365571,1066.2592423403275,929.7853036316634,695.0633631505971,57,1,cumulative,139.995003
0.8240572761372512,773.9781706086644,637.8023430614687,1238.519605137642,65,2,incremental,393.612264
0.8398254692269163,850.659827783167,714.4057890204859,1869.5553820915286,65,2,cumulative,533.607267
0.8912639341917811,1298.0805095973788,1156.9323418814317,982.9437657255797,62,3,incremental,176.947291
0.8571087059882384,962.0796711900375,824.606862031283,2792.00809634979,65,3,cumulative,710.554558
