area_km2,total_precip_mm,total_runoff_mm,target_rc,actual_rc,peak_precip_mmhr,peak_runoff_direct_m3s,peak_runoff_final_m3s,peak_reduction_pct,peak_precip_time_hr,peak_runoff_time_hr,target_lag_hr,actual_lag_hr,specific_peak_m3s_per_km2,min_runoff_m3s,mean_runoff_m3s,zone_id,description
139.99500299999997,1066.2592423403275,438.3230722510651,0.35,0.41108489834891543,20.082526139659137,273.3357381970015,288.0904252722324,-5.398008753833983,55.0,57.0,1.5,2.0,2.057862202926146,21.340031501646845,142.044073645271,1,上游源头区 - 陡坡，快速汇流
393.6122640000002,773.9781706086644,324.89393088889346,0.34,0.41977143959162766,13.575929014461744,504.6782591103047,543.6991153454538,-7.731828255082518,64.0,67.0,3.0,3.0,1.3813063389342297,58.25347664415576,296.0236937431411,2,中游过渡区 - 中等坡度
176.94729099999995,1298.0805095973788,548.9832627521741,0.33,0.4229192709491112,21.55970344917947,349.7020193421024,395.75381269647977,-13.168866865857698,61.0,66.0,5.0,5.0,2.2365632751986007,51.620062525627795,224.86366006559814,3,下游主河道区 - 缓坡，显著削峰
377.1847970000002,984.9906653427505,406.1362661703591,0.345,0.4123249899317924,17.084985509168465,617.5688591397667,665.8433571189543,-7.816860786411861,50.0,57.0,3.5,7.0,1.765297441505719,60.531214283541296,354.60283590232626,4,Zone 4 - 默认参数
163.41207199999997,1068.3952593928707,443.7434308361382,0.345,0.41533639066154326,19.0714665270694,298.66533670475934,321.502770644505,-7.646496306439876,63.0,67.0,3.5,4.0,1.9674358614368777,29.22752460404591,167.85424414194912,5,Zone 5 - 默认参数
308.455826,1269.129814489142,515.78452857637,0.345,0.4064080149153117,20.058082842931572,592.9239489989016,638.9846963137276,-7.768407296179447,56.0,61.0,3.5,5.0,2.0715598230059937,58.089517846702506,368.27949722232603,6,Zone 6 - 默认参数
