x,y,distance_from_center_m,elevation_m,station_m,segment_id
-6700460.758441632,6598192.290771681,-150.0,7528.44189453125,0.0,M2_T3_sub16
-6700453.258441632,6598192.290771681,-142.5,7528.44189453125,0.0,M2_T3_sub16
-6700445.758441632,6598192.290771681,-135.0,7528.44189453125,0.0,M2_T3_sub16
-6700438.258441632,6598192.290771681,-127.5,7528.44189453125,0.0,M2_T3_sub16
-6700430.758441632,6598192.290771681,-120.0,7528.44189453125,0.0,M2_T3_sub16
-6700423.258441632,6598192.290771681,-112.5,7528.44189453125,0.0,M2_T3_sub16
-6700415.758441632,6598192.290771681,-105.0,7528.44189453125,0.0,M2_T3_sub16
-6700408.258441632,6598192.290771681,-97.49999999999999,7528.44189453125,0.0,M2_T3_sub16
-6700400.758441632,6598192.290771681,-90.0,7528.44189453125,0.0,M2_T3_sub16
-6700393.258441632,6598192.290771681,-82.5,7528.44189453125,0.0,M2_T3_sub16
-6700385.758441632,6598192.290771681,-75.0,7528.44189453125,0.0,M2_T3_sub16
-6700378.258441632,6598192.290771681,-67.5,7528.44189453125,0.0,M2_T3_sub16
-6700370.758441632,6598192.290771681,-59.999999999999986,7528.44189453125,0.0,M2_T3_sub16
-6700363.258441632,6598192.290771681,-52.5,7537.8203125,0.0,M2_T3_sub16
-6700355.758441632,6598192.290771681,-44.99999999999999,7537.8203125,0.0,M2_T3_sub16
-6700348.258441632,6598192.290771681,-37.5,7537.8203125,0.0,M2_T3_sub16
-6700340.758441632,6598192.290771681,-29.999999999999993,7537.8203125,0.0,M2_T3_sub16
-6700333.258441632,6598192.290771681,-22.499999999999986,7537.8203125,0.0,M2_T3_sub16
-6700325.758441632,6598192.290771681,-14.999999999999996,7537.8203125,0.0,M2_T3_sub16
-6700318.258441632,6598192.290771681,-7.49999999999999,7537.8203125,0.0,M2_T3_sub16
-6700310.758441632,6598192.290771681,0.0,7537.8203125,0.0,M2_T3_sub16
-6700303.258441632,6598192.290771681,7.500000000000007,7537.8203125,0.0,M2_T3_sub16
-6700295.758441632,6598192.290771681,15.000000000000014,7537.8203125,0.0,M2_T3_sub16
-6700288.258441632,6598192.290771681,22.50000000000002,7537.8203125,0.0,M2_T3_sub16
-6700280.758441632,6598192.290771681,30.00000000000003,7537.8203125,0.0,M2_T3_sub16
-6700273.258441632,6598192.290771681,37.5,7537.8203125,0.0,M2_T3_sub16
-6700265.758441632,6598192.290771681,45.00000000000001,7537.8203125,0.0,M2_T3_sub16
-6700258.258441632,6598192.290771681,52.500000000000014,7537.8203125,0.0,M2_T3_sub16
-6700250.758441632,6598192.290771681,60.00000000000002,7544.03076171875,0.0,M2_T3_sub16
-6700243.258441632,6598192.290771681,67.50000000000003,7544.03076171875,0.0,M2_T3_sub16
-6700235.758441632,6598192.290771681,75.0,7544.03076171875,0.0,M2_T3_sub16
-6700228.258441632,6598192.290771681,82.5,7544.03076171875,0.0,M2_T3_sub16
