子流域,总产流(m³/s·h),峰值流量(m³/s),峰现时间(h)
W170,156.09807007567875,4.167715651622529,76
W160,108.08020066071818,2.885913300386862,76
W180,0.8287847543804103,0.07895894264602009,62
W190,28.058084226736145,1.920812675168464,63
