Timestamp,1,2,3,4,5,6
2024-01-01 00:00:00,96.14877927115559,270.3334969195983,121.52766600700882,259.0510876086028,112.2316577175631,211.8479264912486
2024-01-01 01:00:00,58.87592629596876,165.53652745900823,74.41648204987932,158.62783549151277,68.72414666044487,129.72336207074812
2024-01-01 02:00:00,57.276306579508834,161.0390102261308,72.39463578085979,154.31802281941967,66.85695735386307,126.19886469620667
2024-01-01 03:00:00,56.576548175116336,159.07155793092468,71.5101731147787,152.43268244281526,66.04014983615882,124.65706283310337
2024-01-01 04:00:00,56.048387877356944,157.58657370845495,70.84260261881587,151.00967426108477,65.42364376912941,123.49334900560089
2024-01-01 05:00:00,55.54793854402193,156.17950209156004,70.21005751636116,149.66132699057158,64.8394839003344,122.39069170319293
2024-01-01 06:00:00,55.106392880002,154.9380450048552,69.65196396186552,148.47168230282523,64.32408056181458,121.41781889000802
2024-01-01 07:00:00,54.731656382984006,153.88442967629672,69.17831414337114,147.4620397690872,63.88666160978615,120.59214902216736
2024-01-01 08:00:00,54.39435525689305,152.93606825535832,68.75198092410304,146.55325835524266,63.49293987126643,119.84896180016415
2024-01-01 09:00:00,53.81010866526153,151.29339088205873,68.01351991407513,144.97913837014192,62.810965913908944,118.56167110406845
2024-01-01 10:00:00,53.0714378513022,149.2165318129808,67.07987373938151,142.98895732789234,61.94873707869473,116.93413218487353
2024-01-01 11:00:00,52.688963435283526,148.14116042346978,66.59644354465114,141.9584667256905,61.502285880148825,116.09141309281934
2024-01-01 12:00:00,52.355086030715306,147.20242519455104,66.17443775303079,141.05890975328822,61.112560551619666,115.35576947470763
2024-01-01 13:00:00,51.77469728709589,145.57059461048374,65.44085288670719,139.49518386503345,60.4350897474057,114.07697890839287
2024-01-01 14:00:00,51.35174618716178,144.38141830748847,64.90626201202606,138.3556380145948,59.941391299657305,113.14507614054239
2024-01-01 15:00:00,50.996391334968926,143.38229673185492,64.45710970745574,137.39821492877547,59.526595974725424,112.36211052021606
2024-01-01 16:00:00,50.84296445057816,142.9509191679041,64.26318513239531,136.98484097258887,59.34750526027074,112.02405976624306
2024-01-01 17:00:00,50.86985118206279,143.02651434652284,64.29716873310926,137.05728117501403,59.378889355503155,112.0833002304312
2024-01-01 18:00:00,51.09236924979632,143.6521498234804,64.57842140860899,137.65680566087747,59.63862818737552,112.57358197517645
2024-01-01 19:00:00,51.48332833299387,144.75137684346382,65.07257583516957,138.710156275212,60.09498328974511,113.43499562749899
2024-01-01 20:00:00,51.97337986451413,146.12921382892432,65.69197859098473,140.03048902604775,60.66700610861462,114.51474309401281
2024-01-01 21:00:00,52.07948856559851,146.42755080662886,65.82609514330677,140.31637486494256,60.790863691739766,114.7485360602658
