0,30.026111999999998
1,31.186865707443346
2,30.42270204732788
3,28.7423564271199
4,27.847504979566065
5,27.081127304206877
6,27.305364536744328
7,28.452219379577063
8,29.540695001230375
9,30.45175453238301
10,38.38466328972347
11,37.04477948525944
12,37.397318497039876
13,47.14456336200994
14,45.87055164332746
15,54.23624244133676
16,60.036314335785114
17,53.610779198954944
18,52.15935569178696
19,57.371882911553215
20,63.409821801427846
21,72.37258126768765
22,85.93377674566294
23,84.99072832431196
24,92.88770040216322
25,90.74455421191806
26,89.75204273228246
27,90.27007457490066
28,92.98990976097699
29,96.0120146882806
30,109.46639727740207
31,109.91364432516045
32,111.25911845200291
33,112.50564013597828
34,120.63390405130441
35,131.46222420491065
36,120.27963056156197
37,110.5407573349649
38,107.35332226160426
39,118.41299358100274
40,131.97920694790392
41,145.08749118856352
42,169.9107930465567
43,183.64133421343985
44,187.80565585713055
45,197.85182533521834
46,198.28088882976007
47,204.26449643753799
48,224.97284012603083
49,222.31748775339804
50,223.14030483456057
51,215.60312479253014
52,212.831309664997
53,214.7045177673814
54,217.25508659356626
55,224.91800760251888
56,225.684187803082
57,215.61549753806915
58,212.62135395332436
59,232.4829367916253
60,237.52064034443433
61,239.21005965796095
62,238.20060181698997
63,233.4524054328524
64,219.1858853845249
65,197.35428215414376
66,187.11862737631444
67,190.09453695148963
68,197.89902816341333
69,206.97463282889677
70,222.59091952205827
71,230.1906196316079
72,237.1944542369956
73,238.51890803064117
74,256.8641619699985
75,249.69702626915677
76,248.4705136911004
77,244.08489534127682
78,235.4336778499797
79,228.48412134412735
80,225.1691154917295
81,232.76476598691514
82,232.2131381111345
83,217.4168236441739
84,214.51819393836635
85,216.8710509269313
86,214.6377015261136
87,202.29363641018497
88,193.0569547230801
89,190.94919713952984
90,186.48958028110917
91,182.31209037022774
92,181.77817477427197
93,182.1472843619641
94,184.28613183434715
95,195.51925621905923
96,186.77659056834713
97,181.39295618322132
98,180.44540306475474
99,178.76563497426022
100,179.86976686824696
101,184.077023861999
102,188.6443328495116
103,187.12009961368148
104,187.179516262975
105,194.3613360094801
106,187.88573072568383
107,187.60692917803402
108,176.0302524356387
109,166.1289813296322
110,160.36633740667853
111,164.19387094436826
112,156.69221187560197
113,156.08133416884607
114,145.91890761869763
115,138.04354679433985
116,133.6371470313913
117,133.9953902353335
118,134.0317344439423
119,134.52234921131108
